id,study_hours_per_day,sleep_hours,phone_usage_hours,focus_score,screentime_to_sleep_ratio,diligence_score,recreation_effort_minutes,recreation_effort_score,study_efficiency,sleep_quality,productivity_index,study_focus_interaction,screentime_focus_interaction,screentime_diligence_interaction,attendance_focus_interaction,breaks_study_efficiency,stress_level_bin,productivity_score
18086,7.66,8.68,3.33,62,0.9826056905886419,0.2117992422946473,544.8,4,1.7690531177829099,538.16,401.449876,474.92,528.86,1.8066475367733414,5240.86,7.076212471131639,2,73.21
18220,4.23,6.15,1.14,95,1.6810274752072831,1.2142584920583233,401.0,3,1.976635514018692,584.25,327.02553,401.85,982.3,12.555432807883061,7731.099999999999,25.696261682242994,3,63.14
2862,1.15,4.41,5.71,70,3.3801858988891405,0.43818808020533767,366.6,5,0.1713859910581222,308.7,76.86945,80.5,1043.7,6.533384275861585,6684.299999999999,2.0566318926974665,1,36.26
17392,4.72,5.46,10.72,98,2.662516022706464,-0.19151365394277278,334.6,1,0.4027303754266211,535.08,233.82407999999998,462.56,1424.9199999999998,-2.784608528327916,4953.9,0.8054607508532422,2,44.95
3852,4.62,8.94,2.64,43,1.7414159489989935,-0.3810125279444678,551.4,4,1.2692307692307692,384.41999999999996,120.964074,198.66,669.51,-5.932365060095364,2618.27,15.23076923076923,4,46.53
14004,4.08,4.48,7.45,80,2.21825485382727,0.5665990884316989,284.8,1,0.4828402366863906,358.40000000000003,226.84799999999998,326.4,795.1999999999999,5.631994939011087,5560.0,5.794082840236687,4,38.84
182,1.62,5.59,4.2,83,1.994276515829011,0.4498795743956814,353.4,1,0.31153846153846154,463.96999999999997,73.68408000000001,134.46,925.45,5.016157254511848,4548.4,3.426923076923077,1,41.54
15127,9.0,7.06,9.49,64,2.1115989236652033,-0.22064037724181104,425.59999999999997,2,0.8579599618684461,451.84,277.5168,576.0,954.24,-3.2897480246754025,3083.52,10.295519542421353,0,62.65
18772,3.71,7.0,10.08,32,1.8354520782745323,-0.7346740723006563,520.0,6,0.3348375451263538,224.0,68.75075199999999,118.72,411.20000000000005,-9.440561829063434,1853.12,1.0045126353790614,1,27.76
13418,1.33,6.78,11.52,73,2.5468220026544754,-0.08813223440467975,411.8,2,0.1062300319488818,494.94,60.593869,97.09,1260.71,-1.5220436881688193,4555.929999999999,0.5311501597444089,2,26.41
2522,8.44,4.17,8.01,71,1.4984416207144569,0.12660538177282762,333.2,3,0.9367369589345171,296.07,361.28179600000004,599.24,443.75,0.7912836360801726,4280.59,4.683684794672586,0,60.14
16260,6.22,7.45,6.08,44,1.0777076902429203,-0.5840827124778363,464.0,3,0.8785310734463276,327.8,176.46886400000002,273.68,353.32,-4.690184181197025,2837.1200000000003,5.271186440677965,2,50.15
4982,5.1,4.69,10.38,52,2.4685568109145173,-0.6906011987987631,376.40000000000003,4,0.4481546572934973,243.88000000000002,193.88771999999997,265.2,602.1600000000001,-7.997161882089679,3801.72,6.2741652021089624,4,30.58
16568,8.3,7.86,11.81,36,0.41216130263325274,0.15481961983315662,525.6,5,0.6479313036690086,282.96000000000004,220.57415999999998,298.8,116.64000000000001,0.5016155682594274,2657.5199999999995,7.127244340359095,1,50.96
19446,5.98,7.07,9.24,85,0.7622684203083014,-0.5884983923178146,471.20000000000005,3,0.583984375,600.95,254.35332,508.3,458.15,-3.172006334593021,4253.4,7.591796875,2,53.91
99,2.39,8.24,5.9,74,1.6308700400436837,0.27268695735493137,515.4000000000001,3,0.3463768115942029,609.76,174.136356,176.86,994.5599999999998,3.664912706850277,7286.04,0.3463768115942029,2,50.18
11032,1.04,6.3,6.81,81,0.536422790033328,0.9119203733649183,478.0,6,0.13316261203585147,510.3,65.403936,84.24000000000001,273.78,3.0822908619734237,6288.84,1.8642765685019207,2,36.54
10484,8.66,7.67,8.37,76,0.9112240907313258,0.37943564550094155,477.2,3,0.9242262540021345,582.92,613.931648,658.16,531.24,2.6522551620515817,7089.28,12.939167556029883,4,67.2
15049,5.38,5.15,7.65,39,2.877111240535818,0.005074882032366501,328.0,1,0.6219653179190751,200.85000000000002,145.699008,209.82,577.98,0.07520975171967155,2708.16,2.4878612716763002,3,34.81
10928,2.54,3.07,8.07,30,2.510582872028655,-1.660163000160388,273.2,3,0.28004410143329656,92.1,31.55442,76.2,231.29999999999998,-12.79985673123659,1242.3,1.1201764057331862,3,8.81
18500,7.24,5.39,3.21,94,2.0719718048599516,1.0410561463862502,355.4,2,1.7197149643705463,506.65999999999997,580.109344,680.5600000000001,1049.98,11.628597155134415,8012.5599999999995,6.878859857482185,0,77.51
12008,3.29,4.49,10.08,96,1.8815408594967709,0.8196619226967737,371.40000000000003,5,0.29693140794223827,431.04,255.79881600000002,315.84000000000003,811.1999999999999,6.9261432467877375,7775.039999999999,2.375451263537906,4,38.23
18417,1.34,8.35,9.45,68,2.1757873308585802,0.2996203545025691,550.0,5,0.12822966507177036,567.8,71.00981600000001,91.12,1235.5600000000002,5.444101841311681,5299.240000000001,1.410526315789474,4,31.69
19621,7.81,6.14,11.78,38,1.6186288878032895,-1.1435219021097096,421.4,4,0.6111111111111112,233.32,137.85431,296.78,377.72,-11.366607706970514,1765.1000000000001,8.555555555555557,0,42.63
16481,7.11,3.29,2.39,56,3.4184138559708295,-0.18610825416303353,218.4,0,2.0973451327433628,184.24,238.41820800000002,398.16,630.0,-2.0937178593341272,3353.28,2.0973451327433628,1,52.96
9188,9.39,8.95,8.13,69,0.5954641939448108,0.7893636608671799,611.0,7,1.0284775465498357,617.55,567.5043690000001,647.9100000000001,367.77,4.207308312422069,6043.71,7.19934282584885,1,78.56
15006,0.7,4.09,9.91,37,2.0166218528477144,-0.19043059503325277,312.4,2,0.06416131989000916,151.32999999999998,15.006459999999999,25.9,305.25,-1.5710524090243354,2143.7799999999997,0.19248395967002746,4,2.34
4741,0.89,3.42,11.93,36,1.186787489038293,-0.2050533805116785,218.2,0,0.06883217324052592,123.12,29.207664,32.04,146.16000000000003,-0.8325167248774149,3281.7599999999998,0.9636504253673628,0,11.77
1707,1.57,7.03,4.4,66,1.2075096003413455,0.6815888656061407,442.8,2,0.29074074074074074,463.98,78.24346200000001,103.62,560.34,5.786689468996135,4983.660000000001,2.035185185185185,1,42.73
254,1.1,8.3,3.0,77,1.3142994819901217,0.1521046539569976,545.0,4,0.275,639.1,52.920559999999995,84.7,840.07,1.6594617746708438,4810.96,1.1,0,48.93
13544,2.2,5.15,9.17,69,2.0675596971461845,-0.0440301619346167,412.0,5,0.21632251720747298,355.35,80.6058,151.8,734.8499999999999,-0.4689212246036678,3663.9,2.3795476892822025,4,22.45
8441,9.6,4.29,5.61,77,1.8177580983453738,-0.2356115125608997,269.4,0,1.4523449319213313,330.33,467.98752,739.1999999999999,600.6,-1.8377697979750176,4874.87,11.61875945537065,3,65.31
1302,0.87,3.03,1.29,31,5.011547344110855,0.11200949697885913,286.79999999999995,4,0.3799126637554585,93.92999999999999,22.091126999999997,26.97,470.89,1.7014242591088702,2539.21,1.8995633187772927,2,20.42
14441,9.41,5.98,6.49,45,2.708577161009864,0.44510823193433063,473.8,6,1.2563417890520694,269.1,407.740005,423.45,729.0,7.210753357336156,4333.05,10.050734312416555,0,69.08
15076,2.78,5.64,11.64,86,1.093777698989541,0.6497568037780851,406.4,3,0.21993670886075947,485.03999999999996,171.39645199999998,239.07999999999998,530.62,4.008999479310785,6165.34,0.21993670886075947,4,30.79
19382,6.81,4.29,10.28,73,1.46352831507807,-0.28338722673865485,276.4,0,0.6037234042553191,313.17,349.382964,497.13,458.43999999999994,-1.7796717839187524,5130.4400000000005,4.829787234042553,4,43.39
6918,7.36,3.63,3.27,95,4.456072707243184,1.2751268819961583,253.79999999999998,1,1.7236533957845435,344.84999999999997,612.28944,699.2,1537.1,20.63155295069784,8319.15,24.13114754098361,4,65.25
8454,5.35,5.06,10.56,83,2.533096226042284,0.2049299481540687,328.59999999999997,2,0.4628027681660899,419.97999999999996,213.27721499999998,444.04999999999995,1064.06,2.6272019353351608,3986.4900000000002,6.479238754325259,1,43.74
4625,7.63,4.08,8.08,40,2.153883851997059,0.09029691331007898,321.8,3,0.8403083700440529,163.2,222.88756,305.2,351.59999999999997,0.7937098679955942,2921.2,4.201541850220265,2,42.92
3930,1.95,4.48,5.12,85,1.6737335416201737,0.3180864633641311,343.8,4,0.31862745098039214,380.8,136.461975,165.75,637.5,2.3856484752309832,6998.05,1.2745098039215685,4,37.11
7180,4.6,3.97,1.64,89,1.314530345001259,-0.26762532255158494,253.20000000000002,0,1.7424242424242424,353.33000000000004,210.06313999999998,409.4,464.58,-1.3970041837192733,4566.59,12.196969696969697,3,51.24
19845,8.78,9.07,3.79,99,1.4276265020394665,0.6727788522591046,589.2,5,1.8329853862212941,897.9300000000001,457.818174,869.2199999999999,1282.05,8.712486136755404,5214.33,18.329853862212943,1,86.25
8825,6.94,8.08,4.0,45,1.1755970795693602,-0.40987772823695395,575.8,6,1.3880000000000001,363.6,170.67195,312.3,427.5,-3.8938384182510624,2459.25,8.328000000000001,2,55.98
933,2.5,5.71,5.63,72,2.2833129049203293,0.12768878818375407,392.6,3,0.3770739064856712,411.12,79.97399999999999,180.0,938.8800000000001,1.665061797916153,3198.96,1.1312217194570136,2,34.87
259,4.33,9.88,0.95,96,0.9239955470094121,0.4191738182894693,697.8000000000001,8,2.2205128205128206,948.48,199.651104,415.68,876.48,3.8270569609828553,4610.88,22.205128205128204,0,74.26
19080,1.55,7.23,9.29,34,1.3068731848983541,-0.4831882496322841,545.8,7,0.15063168124392615,245.82000000000002,33.3591,52.7,321.29999999999995,-4.566128959025084,2152.2,0.9037900874635569,3,18.62
15874,1.66,3.57,3.31,81,3.2007840940912913,0.07470747743990329,281.2,2,0.38515081206496515,289.16999999999996,90.141984,134.45999999999998,925.8299999999999,0.8539064671380946,5430.240000000001,0.7703016241299303,1,39.04
9090,5.76,5.21,6.82,35,1.6407599309153713,0.08961264390006418,414.6,5,0.7365728900255754,182.35,167.97312,201.6,299.25,0.7661881053455488,2916.2,4.419437340153452,4,35.67
2518,1.18,4.8,5.68,81,1.3997083940845656,0.18465082502060534,344.0,3,0.17664670658682635,388.8,89.711388,95.58,544.3199999999999,1.2408535441384678,7602.66,1.2365269461077846,3,35.39
19853,5.59,6.98,4.78,96,1.5986248388483024,0.8432141043951685,485.8,4,0.9671280276816608,670.08,441.22540799999996,536.64,1071.3600000000001,9.41026940505008,7893.12,0.9671280276816608,3,65.82
1373,4.56,6.13,3.98,44,1.4255423258848474,-0.8971543960296678,428.8,4,0.9156626506024095,269.71999999999997,96.568032,200.64,384.56,-7.841129421299297,2117.7200000000003,3.662650602409638,3,38.02
19878,4.3,8.46,3.12,97,1.0341567190639405,-0.2368849891960795,563.6,5,1.0436893203883495,820.6200000000001,191.99112999999997,417.09999999999997,848.75,-2.0727436554656955,4464.91,7.305825242718447,1,65.71
4048,5.43,4.99,3.84,55,2.260068122620717,0.2614712950120115,409.40000000000003,5,1.1219008264462809,274.45,287.18183999999997,298.65,620.4,2.9493962077354894,5288.8,15.706611570247933,4,47.02
6350,5.94,6.08,8.69,69,0.4259167900016444,0.4453504298184337,408.8,3,0.6130030959752323,419.52,347.069448,409.86,178.70999999999998,1.1534576132297432,5842.92,3.0650154798761613,4,46.99
8043,0.79,8.56,10.28,45,1.152902698282911,-0.920446395221111,532.6,3,0.0700354609929078,385.20000000000005,22.794660000000004,35.550000000000004,444.15000000000003,-9.084805920832366,2885.4,0.0700354609929078,3,21.02
14595,4.61,8.89,2.52,34,0.8862895062422675,-1.1923786539865135,565.4000000000001,5,1.309659090909091,302.26,69.482842,156.74,267.92,-9.395943793413728,1507.22,5.238636363636364,4,42.03
2009,6.54,4.56,5.23,33,1.852663889497917,0.1225894140023837,392.59999999999997,5,1.0497592295345104,150.48,167.756886,215.82,278.84999999999997,1.035880548320142,2565.09,6.298555377207062,1,44.78
7806,0.61,5.79,4.33,55,1.6836470385080295,0.5835998920046553,391.4,2,0.11444652908067542,318.45,26.793029999999998,33.55,536.25,5.6900989470453895,4392.3,1.6022514071294558,3,28.18
19836,8.35,7.86,11.4,62,1.0520290039435185,0.47625732963788975,477.6,3,0.6733870967741935,487.32,493.52340999999996,517.6999999999999,512.74,3.938648116105348,5910.46,7.407258064516128,4,58.34
11341,2.61,6.13,11.03,82,1.58864785516229,0.27719437288376975,460.8,5,0.2169576059850374,502.65999999999997,196.491762,214.01999999999998,798.6800000000001,2.6998731918879173,7528.42,2.3865336658354117,2,38.64
3950,8.6,9.91,4.27,56,1.1391383311472103,-0.33802065692754063,638.6,5,1.6318785578747628,554.96,293.67967999999996,481.59999999999997,632.24,-3.816253216711934,3414.8799999999997,9.791271347248577,1,75.47
9815,6.46,3.75,8.09,72,3.495067981871501,-0.3186779101479982,308.0,3,0.7106710671067107,270.0,350.328384,465.12,943.9200000000001,-4.177867402040256,5423.039999999999,7.106710671067107,0,52.01
16445,4.1,7.71,3.64,84,1.5017507456879782,1.2930292381751636,548.6,6,0.8836206896551723,647.64,316.6758,344.4,972.72,14.973278578068394,7723.8,4.418103448275861,2,63.05
2912,3.85,3.17,9.97,31,2.2863450015767897,0.06804723114462052,214.2,0,0.3509571558796718,98.27,112.98864500000002,119.35000000000001,224.75,0.4933424257984988,2934.77,0.7019143117593436,4,17.36
16191,6.84,7.05,11.1,72,1.1870656644447595,0.850552753461605,431.0,2,0.5652892561983471,507.59999999999997,389.89641600000004,492.48,602.64,7.119126546473633,5700.24,7.91404958677686,2,55.07
2874,1.12,3.63,3.4,94,3.0101900302946847,-0.06162802536798765,280.79999999999995,2,0.2545454545454546,341.21999999999997,48.134016,105.28000000000002,1027.42,-0.673594317272105,4297.68,2.290909090909091,0,39.64
8306,4.59,4.38,8.08,92,4.1246290801186944,0.38356243222353603,296.8,1,0.5055066079295154,402.96,285.799104,422.28,1662.44,6.930973150279296,6226.56,3.538546255506608,2,47.65
1037,6.21,5.84,2.33,49,2.578325629173087,-0.6541680701847862,444.4,5,1.864864864864865,286.15999999999997,199.462095,304.29,737.94,-9.85177113698288,3211.95,1.864864864864865,0,57.94
2704,3.67,3.01,3.7,30,4.636333444038526,-0.4989187622097196,269.6,3,0.7808510638297872,90.3,69.26391,110.1,418.8,-6.964905920447686,1887.3,1.5617021276595744,0,29.47
8108,3.63,8.46,9.75,79,1.0991608556908168,0.7581125546308312,560.6,5,0.33767441860465114,668.34,213.184818,286.77,734.7,7.05044675806673,5872.860000000001,4.052093023255813,0,53.0
8568,2.28,5.18,9.72,37,2.707971434086084,-1.0949212245301696,429.79999999999995,5,0.21268656716417908,191.66,44.592696,84.36,519.11,-15.361744780158281,1955.82,0.42537313432835816,4,11.59
9575,8.45,5.63,9.95,52,1.5006215592257146,0.3380596828241937,341.8,1,0.771689497716895,292.76,319.13622,439.4,439.4,2.856604319864436,3776.7599999999998,10.031963470319635,4,48.2
13572,3.08,8.48,10.24,75,1.5988680580120271,-0.1340392572268985,553.8,4,0.27402135231316727,636.0,127.6968,231.0,1017.0000000000002,-1.817572327996744,4146.0,0.8220640569395018,4,36.87
9349,9.87,9.74,10.48,35,1.3160866440817165,0.18569094940512562,625.4,5,0.8597560975609755,340.90000000000003,325.96662,345.45,448.7,2.3805579713737104,3302.6,6.878048780487804,4,62.57
11844,1.25,6.1,6.79,75,2.1947221766923457,0.34193765388478886,462.0,5,0.16046213093709885,457.5,80.775,93.75,1004.25,4.578545185517323,6462.0,1.4441591784338896,2,37.45
14985,8.95,3.78,9.13,44,4.11266860618884,0.041183164565982734,304.79999999999995,3,0.8835143139190522,166.32,240.21799999999996,393.79999999999995,684.2,0.6403982090010315,2684.0,12.36920039486673,3,44.38
9655,4.81,8.54,3.78,74,1.7269640557311794,0.33737442041598503,550.4,4,1.0062761506276152,631.9599999999999,287.457144,355.94,1091.5,4.9762727011357795,5976.240000000001,14.087866108786613,2,63.08
15554,1.58,6.69,11.79,43,0.6202361380959498,-0.13048733188993444,403.40000000000003,2,0.12353401094605161,287.67,44.120236,67.94,178.45000000000002,-0.541522427343228,2792.42,0.24706802189210322,4,14.27
15053,7.01,5.35,4.75,91,1.0614838347972342,0.17011587830584748,440.0,5,1.2191304347826086,486.84999999999997,308.493276,637.91,516.8800000000001,0.9662581887772138,4400.76,14.629565217391303,2,62.66
10611,9.3,5.83,1.32,39,1.363402503858686,-0.49986243241298695,444.8,5,4.008620689655173,227.37,341.88102000000003,362.70000000000005,310.04999999999995,-3.9739063376832457,3676.1400000000003,56.12068965517241,2,69.98
13163,9.33,5.25,4.04,65,1.5120929346791085,-0.47143460143673943,338.0,1,1.8511904761904763,341.25,335.36685,606.45,516.1,-3.743190735407711,3594.5,1.8511904761904763,4,61.94
11859,9.38,9.97,0.85,33,1.66683381807241,-0.20851618073081926,671.2,7,5.070270270270271,329.01000000000005,280.28847,309.54,548.46,-3.4655389237462164,2988.15,20.281081081081084,1,81.87
13345,4.46,6.86,8.64,95,1.1776708934557643,-0.16848420597015848,499.6,5,0.462655601659751,651.7,179.18272999999996,423.7,767.6,-1.3613523842388806,4017.5499999999997,6.014522821576763,4,45.42
15506,6.8,4.59,10.32,37,2.5789588324983663,0.19344388195707038,366.4,4,0.6007067137809187,169.82999999999998,211.36916000000002,251.6,438.08,2.2903755623717132,3108.3700000000003,0.6007067137809187,1,40.05
1540,1.18,8.12,10.36,74,2.033000861962813,0.22364516603359133,525.1999999999999,4,0.10387323943661972,600.88,86.36821199999999,87.32,1221.74,3.6923816912145933,7319.34,1.142605633802817,1,39.64
15678,8.26,9.8,5.21,50,1.060095908580757,-0.3518516453257082,596.0,4,1.3301127214170692,490.00000000000006,357.245,413.0,519.5,-3.655738594934108,4325.0,1.3301127214170692,2,71.13
2697,2.36,6.98,8.18,98,1.8177911474000858,1.0189864728856113,524.8,6,0.2570806100217865,684.0400000000001,158.65807999999998,231.28,1243.6200000000001,12.93093834091841,6722.799999999999,2.056644880174292,1,49.13
2286,1.9,3.43,11.84,83,1.9236374234916933,0.40624448813959857,214.8,0,0.14797507788161993,284.69,78.07726999999998,157.7,547.8,2.6812136217213505,4109.33,0.4439252336448598,3,19.38
4788,6.47,4.73,4.53,43,2.9507503699006548,0.03728332360064742,327.8,2,1.1699819168173597,203.39000000000001,263.687438,278.21,600.28,0.520475197465038,4075.54,16.379746835443036,1,52.06
16030,5.86,9.92,6.98,51,0.7700836609212781,-0.21082868311007705,706.2,8,0.7343358395989975,505.92,169.961682,298.86,389.64,-1.6107311389609886,2900.37,7.343358395989975,4,50.52
18931,1.57,5.97,3.77,98,0.6615307318707084,0.6154226035588103,429.2,4,0.32914046121593293,585.06,96.285588,153.86,387.1,2.4309192840573006,6132.84,2.3039832285115307,4,41.61
13692,4.52,5.7,6.64,53,1.4997368882652167,0.33841033094856954,386.0,2,0.5916230366492147,302.1,186.401636,239.55999999999997,453.15000000000003,2.8934083296102697,4123.93,1.1832460732984293,1,44.42
17513,1.92,3.79,9.54,78,2.3977842257979427,0.8479269127032691,270.4,1,0.18216318785578747,295.62,115.13548799999998,149.76,709.02,7.707655636472716,5996.639999999999,1.2751423149905123,2,28.05
6808,6.3,9.77,8.03,72,1.024460137140518,0.8560830904658134,681.1999999999999,7,0.6976744186046512,703.4399999999999,374.08392,453.59999999999997,720.72,8.569391735562792,5937.84,9.767441860465116,4,60.18
19028,6.93,3.55,3.99,99,3.001971275696987,0.013215232599444349,308.0,3,1.3887775551102204,351.45,393.59835899999996,686.0699999999999,1055.34,0.14087437951007675,5679.63,11.110220440881763,1,64.89
8710,2.36,7.75,11.97,49,1.2037156495936008,-0.2925054068287217,493.0,4,0.18195836545875094,379.75,104.60794399999999,115.64,457.17,-2.729075445711974,4432.54,0.18195836545875094,3,28.43
13904,5.41,6.65,4.07,84,1.712524432416178,0.3070475536182064,479.0,5,1.0670611439842208,558.6,211.22371199999998,454.44,956.76,3.497271635711371,3904.3199999999997,8.536489151873766,4,53.47
19515,5.96,3.15,7.99,80,3.3417962551570937,0.0478766476109577,217.0,1,0.6629588431590656,252.0,202.21088,476.8,842.4000000000001,0.5041410993433847,3392.7999999999997,2.6518353726362625,3,40.26
11832,7.6,5.22,5.91,30,1.3560620570771882,-0.5736537107932097,393.2,4,1.0998552821997105,156.6,210.0564,228.0,212.4,-4.061468272415925,2763.8999999999996,6.599131693198263,2,50.31
15280,3.9,6.19,2.11,49,2.170893232111129,0.438289201382181,393.40000000000003,2,1.2540192926045017,303.31,170.99628,191.1,658.5600000000001,5.890606866576514,4384.52,1.2540192926045017,4,44.51
10346,0.68,4.12,3.25,38,0.6309148264984227,-1.090909818113068,317.20000000000005,2,0.16,156.56,14.268848000000002,25.840000000000003,98.8,-2.836365527093977,2098.36,0.16,4,14.08
5163,8.46,6.08,10.4,49,1.3057062983061996,0.013425691372506635,470.8,6,0.7421052631578948,297.92,366.32899800000007,414.54,389.06,0.10659998949770268,4330.13,5.1947368421052635,3,51.38
1333,7.65,5.96,10.92,37,2.2546552591847004,0.3653487236618412,387.6,3,0.6417785234899329,220.52,280.247805,283.05,497.28,4.910286846015145,3663.3700000000003,1.9253355704697988,0,51.03
