id,study_hours_per_day,sleep_hours,phone_usage_hours,focus_score,study_efficiency_log,sleep_quality_log,productivity_index_log,diligence_score,stress_level_bin,productivity_score
8441,9.6,4.29,5.61,77,0.37317944461019564,5.800092154793609,6.1484416288954185,-0.2356115125608987,3,65.31
1302,0.87,3.03,1.29,31,-0.9678138848996559,4.542549824006424,3.095176034691058,0.1120094969788565,2,20.42
14441,9.41,5.98,6.49,45,0.22820415606816014,5.59508305773286,6.010629728631709,0.4451082319343284,0,69.08
15076,2.78,5.64,11.64,86,-1.5144154610161662,6.184231361763476,5.143979305832743,0.6497568037780866,4,30.79
19382,6.81,4.29,10.28,73,-0.5046391259084919,5.746746174088317,5.856168638640617,-0.2833872267386545,4,43.39
6918,7.36,3.63,3.27,95,0.5444461055002519,5.8431095398773,6.417205111887368,1.27512688199616,4,65.25
8454,5.35,5.06,10.56,83,-0.7704543023363164,6.040207091095972,5.3625927983931545,0.204929948154071,1,43.74
4625,7.63,4.08,8.08,40,-0.17398634731683624,5.094976442530006,5.406667429054229,0.0902969133100774,2,42.92
3930,1.95,4.48,5.12,85,-1.1437327239485795,5.942274302917211,4.916046004388215,0.3180864633641318,4,37.11
7180,4.6,3.97,1.64,89,0.5552773863368246,5.867402464431239,5.347408152192971,-0.2676253225515826,3,51.24
19845,8.78,9.07,3.79,99,0.6059459962242012,6.800092114261635,6.126472105288822,0.6727788522591079,1,86.25
8825,6.94,8.08,4.0,45,0.3278638620846127,5.896054362303324,5.139743292923489,-0.4098777282369545,2,55.98
933,2.5,5.71,5.63,72,-0.9753140723236161,6.018885142683974,4.381701581849936,0.127688788183756,2,34.87
259,4.33,9.88,0.95,96,0.7977381694387431,6.8548607032276125,5.296571363170877,0.4191738182894725,0,74.26
19080,1.55,7.23,9.29,34,-1.8929176189148034,5.5045995607868345,3.507330598709356,-0.4831882496322857,3,18.62
15874,1.66,3.57,3.31,81,-0.9541203017472049,5.667014750463987,4.501386027226626,0.0747074774399045,1,39.04
9090,5.76,5.21,6.82,35,-0.30574707984941996,5.205927917254689,5.123803966601893,0.0896126439000618,4,35.67
2518,1.18,4.8,5.68,81,-1.7336035490709814,5.963065072586284,4.496597717528193,0.1846508250206051,3,35.39
19853,5.59,6.98,4.78,96,-0.03342439551727837,6.507397108242118,6.089555874116485,0.8432141043951701,3,65.82
1373,4.56,6.13,3.98,44,-0.0881072675102669,5.597384383866381,4.570247754771483,-0.8971543960296685,3,38.02
19878,4.3,8.46,3.12,97,0.0427618593380817,6.710060152121515,5.257449173043958,-0.2368849891960764,1,65.71
4048,5.43,4.99,3.84,55,0.11502441321730361,5.614769094995898,5.660115603977121,0.2614712950120095,4,47.02
6350,5.94,6.08,8.69,69,-0.4893852925281212,6.039111200575335,5.849524898250386,0.4453504298184333,4,46.99
8043,0.79,8.56,10.28,45,-2.6587535795909827,5.953762679923971,3.126526298002511,-0.9204463952211124,3,21.02
14595,4.61,8.89,2.52,34,0.26976686739855155,5.711287574141974,4.24107984439359,-1.1923786539865149,4,42.03
2009,6.54,4.56,5.23,33,0.04856083266974552,5.013830184992774,5.122515824189625,0.1225894140023814,1,44.78
7806,0.61,5.79,4.33,55,-2.1676475599925333,5.763465476817375,3.288141779064675,0.5835998920046547,3,28.18
19836,8.35,7.86,11.4,62,-0.39543493374822714,6.1889209914862064,6.2015702944252515,0.4762573296378884,4,58.34
11341,2.61,6.13,11.03,82,-1.5280533086519854,6.219913997212373,5.280620506766373,0.2771943728837697,2,38.64
3950,8.6,9.91,4.27,56,0.4897318407061911,6.318896039077046,5.682489649566628,-0.3380206569275408,1,75.47
9815,6.46,3.75,8.09,72,-0.341545590394877,5.598421958998375,5.858870954611426,-0.3186779101479982,0,52.01
16445,4.1,7.71,3.64,84,-0.12372739252790195,6.473334986418552,5.757878537615815,1.2930292381751645,2,63.05
2912,3.85,3.17,9.97,31,-1.047091125987446,4.587718792374336,4.727287326937548,0.0680472311446172,4,17.36
16191,6.84,7.05,11.1,72,-0.5704177209682363,6.2296937358402324,5.965881103845765,0.8505527534616055,2,55.07
2874,1.12,3.63,3.4,94,-1.368275855617212,5.832527430546763,3.8739891205155255,-0.0616280253679846,0,39.64
8306,4.59,4.38,8.08,92,-0.6821941685407482,5.998837301437395,5.65528913043137,0.383562432223538,2,47.65
1037,6.21,5.84,2.33,49,0.623188591953035,5.656551094950762,5.295624218277632,-0.6541680701847873,0,57.94
2704,3.67,3.01,3.7,30,-0.24737084664953404,4.5031374604229395,4.237923991322481,-0.4989187622097215,0,29.47
8108,3.63,8.46,9.75,79,-1.0856731062969127,6.5047970260851535,5.362159479624796,0.7581125546308322,0,53.0
8568,2.28,5.18,9.72,37,-1.5479357126763071,5.255722968915616,3.7975700787986257,-1.094921224530171,4,11.59
9575,8.45,5.63,9.95,52,-0.2591730148934273,5.679353160733027,5.765618033580496,0.338059682824193,4,48.2
13572,3.08,8.48,10.24,75,-1.2945492474800622,6.455198563340122,4.849658703993117,-0.1340392572268972,4,36.87
9349,9.87,9.74,10.48,35,-0.15110653744603028,5.831589179143857,5.786794983486187,0.1856909494051225,4,62.57
11844,1.25,6.1,6.79,75,-1.8296973085684474,6.125776884715576,4.391667511710562,0.3419376538847887,2,37.45
14985,8.95,3.78,9.13,44,-0.12384778597382812,5.113913643549758,5.481546844390245,0.041183164565982,3,44.38
9655,4.81,8.54,3.78,74,0.006256537614305358,6.448826101004648,5.661073784778385,0.3373744204159852,2,63.08
15554,1.58,6.69,11.79,43,-2.091238768551876,5.6618139898337,3.786918543419046,-0.1304873318899355,4,14.27
15053,7.01,5.35,4.75,91,0.1981378462372396,6.187956067424765,5.73170004732185,0.1701158783058503,2,62.66
10611,9.3,5.83,1.32,39,1.3884472144809916,5.426578646492048,5.834462781796351,-0.4998624324129901,2,69.98
13163,9.33,5.25,4.04,65,0.6158289327759754,5.8326153464991695,5.815225007295087,-0.4714346014367389,4,61.94
11859,9.38,9.97,0.85,33,1.6233941239279,5.796088145440227,5.635819322825944,-0.2085161807308223,1,81.87
13345,4.46,6.86,8.64,95,-0.7707723425904817,6.479584333338335,5.188406123128819,-0.1684842059701553,4,45.42
15506,6.8,4.59,10.32,37,-0.509648460592976,5.134797936716678,5.3536061782149496,0.193443881957068,1,40.05
1540,1.18,8.12,10.36,74,-2.264583974815432,6.398395247377756,4.458619691445401,0.2236451660335904,1,39.64
15678,8.26,9.8,5.21,50,0.28526369158749926,6.194405391104673,5.878421820910775,-0.3518516453257101,2,71.13
2697,2.36,6.98,8.18,98,-1.3583655855948804,6.528016395444853,5.066751446451839,1.018986472885614,1,49.13
2286,1.9,3.43,11.84,83,-1.9107114120894206,5.651400868974447,4.357698977354233,0.406244488139601,3,19.38
4788,6.47,4.73,4.53,43,0.15698829297856548,5.315125318197404,5.574764454757722,0.0372833236006447,1,52.06
16030,5.86,9.92,6.98,51,-0.3087888078727961,6.226378554021108,5.135573011643864,-0.2108286831100772,4,50.52
18931,1.57,5.97,3.77,98,-1.1112706855400332,6.371714406075083,4.5673186502834335,0.615422603558813,4,41.61
13692,4.52,5.7,6.64,53,-0.5248856093342893,5.710758088392627,5.227903679037009,0.3384103309485686,1,44.42
17513,1.92,3.79,9.54,78,-1.7028523570735266,5.689074845783927,4.746109591403227,0.84792691270327,2,28.05
6808,6.3,9.77,8.03,72,-0.36000273403140703,6.555982585070747,5.924480157270715,0.8560830904658139,4,60.18
19028,6.93,3.55,3.99,99,0.3284239034383845,5.862067453621914,5.97533099596209,0.013215232599447,1,64.89
8710,2.36,7.75,11.97,49,-1.7039773792908341,5.939513141475882,4.650219495209751,-0.2925054068287239,3,28.43
13904,5.41,6.65,4.07,84,0.06490827525529826,6.325433653511077,5.352917818257268,0.307047553618209,4,53.47
19515,5.96,3.15,7.99,80,-0.41104236740627054,5.529429087511423,5.309311113249548,0.0478766476109601,3,40.26
11832,7.6,5.22,5.91,30,0.09517860951270662,5.053694783556702,5.3473760660871905,-0.5736537107932133,2,50.31
15280,3.9,6.19,2.11,49,0.2263538269444579,5.714755384807131,5.1416418018800645,0.4382892013821793,4,44.51
10346,0.68,4.12,3.25,38,-1.8325814637483102,5.0534393230878205,2.658078699428318,-1.0909098181130694,4,14.08
5163,8.46,6.08,10.4,49,-0.2982641817823177,5.696824994088702,5.9035318312705805,0.0134256913725046,3,51.38
1333,7.65,5.96,10.92,37,-0.4435120137987592,5.395988393721483,5.635674229629001,0.3653487236618382,0,51.03
5716,2.26,4.83,5.89,36,-1.114706271741373,5.158365406120591,3.972858729666779,-0.411739942670926,2,23.84
14169,7.89,9.27,7.45,95,-0.06857030651129956,6.780660271178305,6.409862489426699,0.3438288912165173,3,76.01
10008,3.12,9.96,8.29,94,-1.0911055510043561,6.841871853866511,5.206634089572795,0.7732418639240842,2,54.71
15194,7.83,9.75,1.07,90,1.3304139027254338,6.7770769553400205,6.238805817841429,0.67716766662871,2,86.56
1984,3.56,8.99,1.47,65,0.3655423942240533,6.370500118379166,4.628154804200785,-0.7412541610365261,1,54.88
4731,3.51,7.25,11.06,39,-1.2342781538212653,5.64456311499623,4.821675102246182,-0.5678382413799016,1,34.64
2435,5.67,4.73,6.09,68,-0.22349622280437545,5.773432907679949,5.667014750463987,0.3011748201230808,2,49.9
9483,6.37,7.83,4.76,95,0.10066199487627221,6.611839401603253,6.320245216821952,0.7224549779720749,4,69.5
10256,2.36,5.44,7.76,69,-1.3115342859107815,5.927885565465111,4.805485971204324,0.6641802202551598,1,36.23
19349,9.04,4.37,11.47,91,-0.32166658528786013,5.985622515624349,6.698825353788933,0.9022493380108726,1,68.19
12846,9.6,6.45,3.67,80,0.7206040267929846,6.246106765481563,6.58170154083425,0.9200280622509264,4,78.06
7801,2.42,3.54,2.58,72,-0.3915952602440139,5.540792846161739,4.286004381405413,-0.7892707325987828,2,34.25
3920,9.23,5.81,11.75,85,-0.32307222308967426,6.202231827354137,6.556299399146898,1.1509179091970552,0,71.21
14059,5.23,6.49,2.84,63,0.3089389114771961,6.013397257107531,5.698830031529206,0.632800815084268,1,59.99
9605,9.82,7.94,11.15,95,-0.21290804742018293,6.625790166859585,6.110559388637351,-0.2840378062553197,2,71.62
5363,7.45,8.79,4.56,42,0.29261592412897725,5.911284329980454,5.632938891658703,-0.5450132284024382,1,65.99
7562,5.86,9.26,3.02,56,0.37686770095799166,6.251055739393237,5.715539752854359,-0.0804227247354737,3,64.7
9877,1.51,3.68,3.44,65,-1.0785447256173004,5.477300022076476,4.292125860119893,-0.2767661190460082,1,33.42
19141,7.5,7.35,6.59,40,-0.011928570865273732,5.683579767338681,5.3518107389880365,-0.5956458725195576,4,49.92
2813,4.86,3.14,10.09,72,-0.8250053634498733,5.4208889189362175,5.453488668220725,0.0361487310312635,3,33.44
7497,7.55,6.2,2.24,73,0.8459742334566953,6.115008733199437,6.104859826179714,0.2733841806080777,3,67.61
536,2.12,7.8,6.26,41,-1.2309637401527838,5.767695800399854,3.967572218532156,-0.7614556315393682,0,35.86
17951,1.97,6.39,9.57,34,-1.6799862571322495,5.381094793005605,4.011052007288638,0.2865328151644515,3,19.73
1139,1.65,3.3,6.63,56,-1.5313125573838764,5.2192741592075835,4.360780526059646,0.0596630794125389,3,23.35
4116,9.47,7.56,9.42,30,-0.09559812912723384,5.4240685718535975,4.754307692261527,-0.575184043439352,3,47.48
6095,4.41,3.26,1.87,36,0.4295626596872249,4.765246133834726,4.864420283390038,-0.6181686910350997,0,42.35
16116,4.47,9.47,0.83,57,0.8930724417721478,6.291180175032538,5.216923150999031,0.4729496233954997,2,60.95
17873,5.49,6.91,5.11,60,-0.10699851766206472,6.027314200001679,5.353794267437159,0.0198082751784468,4,47.93
617,2.04,8.48,6.06,87,-1.2414952436490259,6.603618568458395,4.879238216485885,0.2513079949717914,1,52.56
1310,2.92,6.55,10.99,85,-1.4124893527592326,6.322116306137477,5.1049123343350375,-0.1597268601375105,1,40.2
15104,7.05,7.92,9.79,83,-0.42559216244586595,6.488231813622932,5.846774629057079,0.3025401028752875,4,56.44
17023,1.24,7.92,2.46,56,-1.0261572094526874,6.094742896561484,3.8347479309887214,-0.3447677300569345,0,43.26
3251,7.83,8.76,5.25,40,0.22538104625440153,5.859075359062237,4.908437770899564,-0.8837345406914325,0,61.56
3547,4.78,8.18,0.5,48,1.1589754383952002,5.9728931615225465,5.354973654343801,-0.217052135157746,3,57.49
18641,4.97,4.01,8.33,74,-0.6298151747507152,5.692856334522648,5.856717816259054,1.129926975111751,2,45.41
11758,2.3,8.24,8.32,74,-1.399253505762396,6.41306543712555,4.797437288145216,0.2121683633996089,0,45.78
6627,7.3,3.38,1.04,75,1.2749245402982206,5.535363823031238,6.061633476767338,0.711699824921569,4,59.96
15466,7.74,8.75,4.7,71,0.3059355127611313,6.431733577410839,5.952263753356308,-0.2065838892282331,4,66.69
5000,1.73,4.24,3.15,83,-0.8749869257329195,5.863403877040464,4.645240451630981,0.730951289155907,1,42.93
7716,6.33,8.4,4.08,79,0.21998897456569447,6.49767955831629,5.483483585950033,0.1985820120255892,3,61.87
7719,9.26,4.05,1.47,50,1.3214858980182023,5.310739886546594,5.352683858821751,-0.4429167579867218,0,64.77
7800,7.2,9.25,4.15,31,0.33508431134636474,5.65861075600948,4.7810832522008795,-1.240738509395636,2,55.28
10104,9.81,9.7,5.45,62,0.41932214276959057,6.399260270554429,6.3987676750223645,1.0622017213046484,1,86.28
18339,6.32,8.81,5.27,35,0.007942853513936731,5.731235501437502,4.674842133517373,-0.8083329435366503,0,53.3
1121,9.86,5.94,11.13,38,-0.2071955543414148,5.419295293100939,5.851995124944614,-0.3125163187495741,0,60.58
2656,0.68,8.95,1.79,31,-1.411704076645259,5.62564073677191,2.5784810816287913,-0.4324392674255608,4,28.39
3478,4.64,5.03,11.4,51,-0.9829821063728276,5.547245616835974,5.334036649149396,-0.1991830157284323,2,33.12
8673,6.85,8.98,9.57,82,-0.4337711476080125,6.6017191295783615,5.922096998295389,0.0220404628592431,4,58.57
17126,1.92,8.87,2.14,55,-0.4918976138804719,6.1900079815539595,4.229798106329275,-0.2187182014441046,4,41.14
16527,9.18,4.04,4.13,39,0.581921545449721,5.059806338102705,5.281660345441082,-0.6761818905313778,4,49.41
7033,9.62,3.41,4.58,54,0.5446554882843954,5.2156963378597,5.730098782973074,0.1732428645978848,3,56.6
11467,4.36,7.58,5.97,35,-0.4691431674114895,5.580861261143694,4.264035858690971,-1.478574274900689,4,31.45
19987,7.54,3.74,8.29,80,-0.20871637080588237,5.7011122461003225,6.21278179173892,0.8777785768676925,1,59.03
3526,8.26,8.49,10.78,73,-0.3549785906905539,6.429348441471647,5.902327997173518,0.2823506284314667,0,67.24
1835,2.64,3.59,5.81,51,-0.9476132030031962,5.209977835224513,4.548497734049528,-0.5325517013943268,0,32.23
8345,1.43,6.7,2.59,93,-0.9204777582283716,6.434707019550176,4.7521606352954375,0.2529731386881226,4,48.31
16464,5.52,5.49,2.37,53,0.4934651159247334,5.673220169073561,5.364917473656161,0.0746729354046916,1,54.31
9671,7.27,7.89,6.41,46,-0.01907414776256759,5.894237531346878,5.4129643521580775,-0.7898207145104301,3,54.25
1042,9.38,4.45,9.24,79,-0.08772185659322843,5.862351948645171,6.107977064887122,0.2076826417050987,1,62.37
9317,5.35,9.22,9.31,62,-0.6560177371209536,6.348509422613594,5.308622287991876,-0.124970871298886,0,54.43
15702,6.61,9.21,9.7,30,-0.48166008760426543,5.621487231929371,5.137328912334073,-0.2901032909739063,4,45.34
982,7.32,5.22,6.42,88,-0.01356872920606879,6.129834216372754,6.023845150728344,0.6534660157332669,2,62.52
9545,7.05,9.57,10.05,88,-0.44940281113958463,6.735970019943069,6.40883431275202,0.549772180386123,0,76.99
4404,3.93,8.36,2.96,90,-0.007604599385219304,6.623268097426875,4.964086935202554,0.1180653191362184,3,55.54
18465,1.5,4.25,3.32,42,-1.0577902941478545,5.184588601219693,3.6453898421640725,-0.1687738645185218,1,26.53
18854,3.97,4.44,0.68,79,0.8599723012839315,5.860102228911155,5.42262230164112,0.7749855124129015,0,56.88
11800,3.1,3.47,11.75,85,-1.414129160113335,5.686805850449084,5.1322872801469215,0.1456297946076596,4,25.7
19163,3.16,4.01,7.75,51,-1.0184816727707025,5.320616874042804,4.481282565209694,-0.5960329782473656,3,23.5
377,8.88,5.95,5.54,74,0.3058643915349714,6.0874563127617085,6.132048481989497,0.7090740193773163,3,66.92
357,2.69,7.74,7.84,80,-1.1897456830358044,6.428428322275518,5.171163763942909,0.1109855120771295,0,51.63
12622,5.17,5.89,3.06,90,0.24168971490669636,6.273065667993761,5.772922175363215,0.8388682245505663,1,64.1
19742,7.25,3.01,10.05,43,-0.4214289590971784,4.863140194454346,5.712257708187074,0.4843586472445775,2,41.14
13295,5.23,3.94,3.67,95,0.11325220639602561,5.925057614910384,6.185633479112566,0.7783448579574036,0,66.52
7912,1.45,6.32,8.19,79,-1.846552379935113,6.213167060625787,3.9750784586139063,0.2248375462566126,2,30.44
13214,8.3,7.97,0.81,88,1.5229286695248179,6.55302130728033,6.223397835254514,-0.117201904906398,1,85.13
9871,1.86,7.32,8.81,63,-1.662825785852162,6.133745054364753,4.589595893869787,0.2185140012443766,3,33.72
17961,8.19,7.8,7.24,93,-0.006086446056402328,6.586723226848802,6.572680081846665,0.4410302463755968,3,75.11
16621,9.14,9.31,5.2,40,0.3881110934150129,5.919968545402912,5.295487365870984,-0.7824862440818463,1,68.45
2234,2.12,9.72,11.88,51,-1.804259631992287,6.206011251196673,4.297285079688126,-0.1134100095408801,1,34.18
19187,9.11,4.4,1.69,86,1.2198315176581191,5.935951837177723,5.811342601394872,-0.0218128291629015,1,72.64
14464,3.49,3.25,2.7,59,-0.05843108343584306,5.256192440247365,5.1521329582200055,-0.0799557737355755,2,40.51
12222,2.83,9.05,6.34,63,-0.953062130971278,6.345899484103367,5.042999284329934,-0.0722900859473136,0,53.51
19899,8.29,5.4,10.26,77,-0.3062066535643408,6.030204375423913,6.435074862335484,0.710226979285037,1,65.0
15731,7.44,6.75,5.66,57,0.11075136429270285,5.952593772718989,5.370677841288597,-0.9219920856363446,4,50.79
8614,3.28,8.29,11.36,97,-1.3266220296334925,6.689760947650586,5.374830974267428,0.1811183656624231,4,44.57
7784,6.42,6.25,5.27,93,0.023641763057040494,6.3651809569015665,6.3454499750387905,1.0471027754087574,1,71.04
17847,1.16,7.12,7.58,35,-2.0010139083815974,5.518255786913298,3.5782048436323413,-0.3935289855365996,0,29.16
5485,5.96,5.97,3.73,97,0.23114527857341666,6.361457905907893,6.042739231822374,0.2186260550538826,1,69.51
7223,6.09,9.62,0.59,90,1.3429140654896656,6.76365393500788,6.097956477474731,0.2054922899088604,4,77.61
4548,3.14,4.96,1.7,91,0.15097102690987863,6.112265247253686,5.506582298118568,0.2604376827631404,2,55.96
18932,6.72,5.47,5.49,40,0.034825623819059494,5.388158070547826,5.208010966928873,-0.98659460221743,3,43.96
2718,8.79,8.57,1.27,91,1.3538348802037743,6.659127239126539,6.25261379874624,0.6027170335265422,3,84.1
5847,7.18,9.32,6.82,48,-0.08538517149708698,6.103363639605391,5.021065193106548,-1.0836732127935038,0,59.36
1256,7.2,4.11,5.61,84,0.0854973721584147,5.844239827351457,6.031657864051896,0.3317817885502462,3,56.55
2640,2.21,5.64,11.58,30,-1.7391157357426335,5.1310814471721224,3.658559154506855,-0.2944952909831675,0,17.88
2652,3.64,8.03,1.66,53,0.3136575588550416,6.053476441510792,5.095984855479344,0.4699578823859434,0,57.15
7125,4.17,4.84,8.51,82,-0.8244278407465889,5.983633967992794,5.617349541244913,0.2330300759803411,2,44.14
4413,5.37,9.55,7.7,41,-0.4824951171397647,5.9701132211969465,5.066451309544745,-0.3734469683348564,2,48.7
8753,7.53,4.16,2.9,58,0.6579184886762015,5.4859580848195915,5.788852052573707,-0.2135999200698571,2,58.28
9163,9.97,9.72,4.58,58,0.5803918075805274,6.334628629018767,6.009472717289394,0.3371571724340332,4,76.07
1336,3.68,8.02,9.41,67,-1.039854130446038,6.286631041269389,4.883424395476583,-0.356283359006228,0,44.25
113,8.52,5.54,5.24,38,0.3114361584598879,5.349580660485579,5.158803819320249,-1.2347573960884026,3,49.37
15495,9.79,3.6,0.75,99,1.721745668606996,5.876053695596655,6.856482660170319,0.6762692292341538,0,90.27
16666,5.97,4.7,3.66,81,0.24773147926695624,5.942011663388452,5.8018372210532645,-0.071651971916038,3,56.03
